number,name,unigene,ligandid,ligandname,smiles,cas,nsc,hotligand,species,source,kinote,kival,reference,link,ligandname_lower
76588,5-HT1D,HTR1D,12879,"(1R,2R,3S,4R,5S)-4-(4-(Phenethylamino)-2-(phenylethynyl)-7H-pyrrolo[2,3-d]pyrimidin-7-yl)bicyclo[3.1.0]hexane2,3-diol",,,,3H-5-CT,HUMAN,CLONED,>,10000.0,Tosh DK et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=30411015,"(1r,2r,3s,4r,5s)-4-(4-(phenethylamino)-2-(phenylethynyl)-7h-pyrrolo[2,3-d]pyrimidin-7-yl)bicyclo[3.1.0]hexane2,3-diol"
76589,5-HT1E,HTR1E,12879,"(1R,2R,3S,4R,5S)-4-(4-(Phenethylamino)-2-(phenylethynyl)-7H-pyrrolo[2,3-d]pyrimidin-7-yl)bicyclo[3.1.0]hexane2,3-diol",,,,3H-5-HT,HUMAN,CLONED,>,10000.0,Tosh DK et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=30411015,"(1r,2r,3s,4r,5s)-4-(4-(phenethylamino)-2-(phenylethynyl)-7h-pyrrolo[2,3-d]pyrimidin-7-yl)bicyclo[3.1.0]hexane2,3-diol"
76590,5-HT2A,HTR2A,12879,"(1R,2R,3S,4R,5S)-4-(4-(Phenethylamino)-2-(phenylethynyl)-7H-pyrrolo[2,3-d]pyrimidin-7-yl)bicyclo[3.1.0]hexane2,3-diol",,,,3H-KETANSERIN,HUMAN,CLONED,>,10000.0,Tosh DK et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=30411015,"(1r,2r,3s,4r,5s)-4-(4-(phenethylamino)-2-(phenylethynyl)-7h-pyrrolo[2,3-d]pyrimidin-7-yl)bicyclo[3.1.0]hexane2,3-diol"
76591,5-HT2B,HTR2B,12879,"(1R,2R,3S,4R,5S)-4-(4-(Phenethylamino)-2-(phenylethynyl)-7H-pyrrolo[2,3-d]pyrimidin-7-yl)bicyclo[3.1.0]hexane2,3-diol",,,,3H-LSD,HUMAN,CLONED,>,10000.0,Tosh DK et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=30411015,"(1r,2r,3s,4r,5s)-4-(4-(phenethylamino)-2-(phenylethynyl)-7h-pyrrolo[2,3-d]pyrimidin-7-yl)bicyclo[3.1.0]hexane2,3-diol"
76592,5-HT2C,HTR2C,12879,"(1R,2R,3S,4R,5S)-4-(4-(Phenethylamino)-2-(phenylethynyl)-7H-pyrrolo[2,3-d]pyrimidin-7-yl)bicyclo[3.1.0]hexane2,3-diol",,,,3H-MESULERGINE,HUMAN,CLONED,>,10000.0,Tosh DK et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=30411015,"(1r,2r,3s,4r,5s)-4-(4-(phenethylamino)-2-(phenylethynyl)-7h-pyrrolo[2,3-d]pyrimidin-7-yl)bicyclo[3.1.0]hexane2,3-diol"
76593,5-HT3,HTR3A,12879,"(1R,2R,3S,4R,5S)-4-(4-(Phenethylamino)-2-(phenylethynyl)-7H-pyrrolo[2,3-d]pyrimidin-7-yl)bicyclo[3.1.0]hexane2,3-diol",,,,3H-GR-65630,HUMAN,CLONED,>,10000.0,Tosh DK et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=30411015,"(1r,2r,3s,4r,5s)-4-(4-(phenethylamino)-2-(phenylethynyl)-7h-pyrrolo[2,3-d]pyrimidin-7-yl)bicyclo[3.1.0]hexane2,3-diol"
76595,5-HT6,HTR6,12879,"(1R,2R,3S,4R,5S)-4-(4-(Phenethylamino)-2-(phenylethynyl)-7H-pyrrolo[2,3-d]pyrimidin-7-yl)bicyclo[3.1.0]hexane2,3-diol",,,,3H-LSD,HUMAN,CLONED,>,10000.0,Tosh DK et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=30411015,"(1r,2r,3s,4r,5s)-4-(4-(phenethylamino)-2-(phenylethynyl)-7h-pyrrolo[2,3-d]pyrimidin-7-yl)bicyclo[3.1.0]hexane2,3-diol"
76596,5-HT7,HTR7,12879,"(1R,2R,3S,4R,5S)-4-(4-(Phenethylamino)-2-(phenylethynyl)-7H-pyrrolo[2,3-d]pyrimidin-7-yl)bicyclo[3.1.0]hexane2,3-diol",,,,3H-LSD,HUMAN,CLONED,>,10000.0,Tosh DK et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=30411015,"(1r,2r,3s,4r,5s)-4-(4-(phenethylamino)-2-(phenylethynyl)-7h-pyrrolo[2,3-d]pyrimidin-7-yl)bicyclo[3.1.0]hexane2,3-diol"
77050,5-HT1A,HTR1A,12890,"(Â±)-(4aR,8S,8aR)-2-benzyl-1-oxo-N-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide",,,,3H-8-OH-DPAT,HUMAN,CLONED,>,10000.0,Frankowski KJ et al 2010,https://www.ncbi.nlm.nih.gov/pubmed/20729985,"(â±)-(4ar,8s,8ar)-2-benzyl-1-oxo-n-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide"
77051,5-HT1B,HTR1B,12890,"(Â±)-(4aR,8S,8aR)-2-benzyl-1-oxo-N-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide",,,,3H-5-CT,HUMAN,CLONED,>,10000.0,Frankowski KJ et al 2010,https://www.ncbi.nlm.nih.gov/pubmed/20729985,"(â±)-(4ar,8s,8ar)-2-benzyl-1-oxo-n-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide"
77052,5-HT1D,HTR1D,12890,"(Â±)-(4aR,8S,8aR)-2-benzyl-1-oxo-N-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide",,,,3H-5-CT,HUMAN,CLONED,>,10000.0,Frankowski KJ et al 2010,https://www.ncbi.nlm.nih.gov/pubmed/20729985,"(â±)-(4ar,8s,8ar)-2-benzyl-1-oxo-n-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide"
77053,5-HT1E,HTR1E,12890,"(Â±)-(4aR,8S,8aR)-2-benzyl-1-oxo-N-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide",,,,3H-5-HT,HUMAN,CLONED,>,10000.0,Frankowski KJ et al 2010,https://www.ncbi.nlm.nih.gov/pubmed/20729985,"(â±)-(4ar,8s,8ar)-2-benzyl-1-oxo-n-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide"
77054,5-HT2A,HTR2A,12890,"(Â±)-(4aR,8S,8aR)-2-benzyl-1-oxo-N-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide",,,,3H-KETANSERIN,HUMAN,CLONED,>,10000.0,Frankowski KJ et al 2010,https://www.ncbi.nlm.nih.gov/pubmed/20729985,"(â±)-(4ar,8s,8ar)-2-benzyl-1-oxo-n-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide"
77055,5-HT2B,HTR2B,12890,"(Â±)-(4aR,8S,8aR)-2-benzyl-1-oxo-N-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide",,,,3H-LSD,HUMAN,CLONED,>,10000.0,Frankowski KJ et al 2010,https://www.ncbi.nlm.nih.gov/pubmed/20729985,"(â±)-(4ar,8s,8ar)-2-benzyl-1-oxo-n-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide"
77056,5-HT2C,HTR2C,12890,"(Â±)-(4aR,8S,8aR)-2-benzyl-1-oxo-N-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide",,,,3H-MESULERGINE,HUMAN,CLONED,,8410.0,Frankowski KJ et al 2010,https://www.ncbi.nlm.nih.gov/pubmed/20729985,"(â±)-(4ar,8s,8ar)-2-benzyl-1-oxo-n-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide"
77057,5-HT3,HTR3A,12890,"(Â±)-(4aR,8S,8aR)-2-benzyl-1-oxo-N-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide",,,,3H-GR-65630,HUMAN,CLONED,>,10000.0,Frankowski KJ et al 2010,https://www.ncbi.nlm.nih.gov/pubmed/20729985,"(â±)-(4ar,8s,8ar)-2-benzyl-1-oxo-n-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide"
77059,5-HT6,HTR6,12890,"(Â±)-(4aR,8S,8aR)-2-benzyl-1-oxo-N-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide",,,,3H-LSD,HUMAN,CLONED,>,10000.0,Frankowski KJ et al 2010,https://www.ncbi.nlm.nih.gov/pubmed/20729985,"(â±)-(4ar,8s,8ar)-2-benzyl-1-oxo-n-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide"
77060,5-HT7,HTR7,12890,"(Â±)-(4aR,8S,8aR)-2-benzyl-1-oxo-N-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide",,,,3H-LSD,HUMAN,CLONED,>,10000.0,Frankowski KJ et al 2010,https://www.ncbi.nlm.nih.gov/pubmed/20729985,"(â±)-(4ar,8s,8ar)-2-benzyl-1-oxo-n-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide"
77092,5-HT1A,HTR1A,12891,"(Â±)-(4aR,8S,8aR)-2-cyclopropyl-1-oxo-N-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide",,,,3H-8-OH-DPAT,HUMAN,CLONED,>,10000.0,Frankowski KJ et al 2010,https://www.ncbi.nlm.nih.gov/pubmed/20729985,"(â±)-(4ar,8s,8ar)-2-cyclopropyl-1-oxo-n-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide"
77093,5-HT1B,HTR1B,12891,"(Â±)-(4aR,8S,8aR)-2-cyclopropyl-1-oxo-N-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide",,,,3H-5-CT,HUMAN,CLONED,>,10000.0,Frankowski KJ et al 2010,https://www.ncbi.nlm.nih.gov/pubmed/20729985,"(â±)-(4ar,8s,8ar)-2-cyclopropyl-1-oxo-n-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide"
77094,5-HT1D,HTR1D,12891,"(Â±)-(4aR,8S,8aR)-2-cyclopropyl-1-oxo-N-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide",,,,3H-5-CT,HUMAN,CLONED,>,10000.0,Frankowski KJ et al 2010,https://www.ncbi.nlm.nih.gov/pubmed/20729985,"(â±)-(4ar,8s,8ar)-2-cyclopropyl-1-oxo-n-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide"
77095,5-HT1E,HTR1E,12891,"(Â±)-(4aR,8S,8aR)-2-cyclopropyl-1-oxo-N-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide",,,,3H-5-HT,HUMAN,CLONED,>,10000.0,Frankowski KJ et al 2010,https://www.ncbi.nlm.nih.gov/pubmed/20729985,"(â±)-(4ar,8s,8ar)-2-cyclopropyl-1-oxo-n-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide"
77096,5-HT2A,HTR2A,12891,"(Â±)-(4aR,8S,8aR)-2-cyclopropyl-1-oxo-N-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide",,,,3H-KETANSERIN,HUMAN,CLONED,>,10000.0,Frankowski KJ et al 2010,https://www.ncbi.nlm.nih.gov/pubmed/20729985,"(â±)-(4ar,8s,8ar)-2-cyclopropyl-1-oxo-n-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide"
77097,5-HT2B,HTR2B,12891,"(Â±)-(4aR,8S,8aR)-2-cyclopropyl-1-oxo-N-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide",,,,3H-LSD,HUMAN,CLONED,>,10000.0,Frankowski KJ et al 2010,https://www.ncbi.nlm.nih.gov/pubmed/20729985,"(â±)-(4ar,8s,8ar)-2-cyclopropyl-1-oxo-n-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide"
77098,5-HT2C,HTR2C,12891,"(Â±)-(4aR,8S,8aR)-2-cyclopropyl-1-oxo-N-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide",,,,3H-MESULERGINE,HUMAN,CLONED,>,10000.0,Frankowski KJ et al 2010,https://www.ncbi.nlm.nih.gov/pubmed/20729985,"(â±)-(4ar,8s,8ar)-2-cyclopropyl-1-oxo-n-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide"
77099,5-HT3,HTR3A,12891,"(Â±)-(4aR,8S,8aR)-2-cyclopropyl-1-oxo-N-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide",,,,3H-GR-65630,HUMAN,CLONED,>,10000.0,Frankowski KJ et al 2010,https://www.ncbi.nlm.nih.gov/pubmed/20729985,"(â±)-(4ar,8s,8ar)-2-cyclopropyl-1-oxo-n-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide"
77101,5-HT6,HTR6,12891,"(Â±)-(4aR,8S,8aR)-2-cyclopropyl-1-oxo-N-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide",,,,3H-LSD,HUMAN,CLONED,>,10000.0,Frankowski KJ et al 2010,https://www.ncbi.nlm.nih.gov/pubmed/20729985,"(â±)-(4ar,8s,8ar)-2-cyclopropyl-1-oxo-n-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide"
77102,5-HT7,HTR7,12891,"(Â±)-(4aR,8S,8aR)-2-cyclopropyl-1-oxo-N-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide",,,,3H-LSD,HUMAN,CLONED,>,10000.0,Frankowski KJ et al 2010,https://www.ncbi.nlm.nih.gov/pubmed/20729985,"(â±)-(4ar,8s,8ar)-2-cyclopropyl-1-oxo-n-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide"
77134,5-HT1A,HTR1A,12892,"(Â±)-(4aR,8S,8aR)-2-butyl-1-oxo-N-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide",,,,3H-8-OH-DPAT,HUMAN,CLONED,>,10000.0,Frankowski KJ et al 2010,https://www.ncbi.nlm.nih.gov/pubmed/20729985,"(â±)-(4ar,8s,8ar)-2-butyl-1-oxo-n-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide"
77135,5-HT1B,HTR1B,12892,"(Â±)-(4aR,8S,8aR)-2-butyl-1-oxo-N-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide",,,,3H-5-CT,HUMAN,CLONED,>,10000.0,Frankowski KJ et al 2010,https://www.ncbi.nlm.nih.gov/pubmed/20729985,"(â±)-(4ar,8s,8ar)-2-butyl-1-oxo-n-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide"
77136,5-HT1D,HTR1D,12892,"(Â±)-(4aR,8S,8aR)-2-butyl-1-oxo-N-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide",,,,3H-5-CT,HUMAN,CLONED,>,10000.0,Frankowski KJ et al 2010,https://www.ncbi.nlm.nih.gov/pubmed/20729985,"(â±)-(4ar,8s,8ar)-2-butyl-1-oxo-n-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide"
77137,5-HT1E,HTR1E,12892,"(Â±)-(4aR,8S,8aR)-2-butyl-1-oxo-N-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide",,,,3H-5-HT,HUMAN,CLONED,>,10000.0,Frankowski KJ et al 2010,https://www.ncbi.nlm.nih.gov/pubmed/20729985,"(â±)-(4ar,8s,8ar)-2-butyl-1-oxo-n-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide"
77138,5-HT2A,HTR2A,12892,"(Â±)-(4aR,8S,8aR)-2-butyl-1-oxo-N-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide",,,,3H-KETANSERIN,HUMAN,CLONED,>,10000.0,Frankowski KJ et al 2010,https://www.ncbi.nlm.nih.gov/pubmed/20729985,"(â±)-(4ar,8s,8ar)-2-butyl-1-oxo-n-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide"
77139,5-HT2B,HTR2B,12892,"(Â±)-(4aR,8S,8aR)-2-butyl-1-oxo-N-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide",,,,3H-LSD,HUMAN,CLONED,>,10000.0,Frankowski KJ et al 2010,https://www.ncbi.nlm.nih.gov/pubmed/20729985,"(â±)-(4ar,8s,8ar)-2-butyl-1-oxo-n-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide"
77140,5-HT2C,HTR2C,12892,"(Â±)-(4aR,8S,8aR)-2-butyl-1-oxo-N-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide",,,,3H-MESULERGINE,HUMAN,CLONED,,2250.0,Frankowski KJ et al 2010,https://www.ncbi.nlm.nih.gov/pubmed/20729985,"(â±)-(4ar,8s,8ar)-2-butyl-1-oxo-n-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide"
77141,5-HT3,HTR3A,12892,"(Â±)-(4aR,8S,8aR)-2-butyl-1-oxo-N-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide",,,,3H-GR-65630,HUMAN,CLONED,>,10000.0,Frankowski KJ et al 2010,https://www.ncbi.nlm.nih.gov/pubmed/20729985,"(â±)-(4ar,8s,8ar)-2-butyl-1-oxo-n-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide"
77143,5-HT6,HTR6,12892,"(Â±)-(4aR,8S,8aR)-2-butyl-1-oxo-N-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide",,,,3H-LSD,HUMAN,CLONED,>,10000.0,Frankowski KJ et al 2010,https://www.ncbi.nlm.nih.gov/pubmed/20729985,"(â±)-(4ar,8s,8ar)-2-butyl-1-oxo-n-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide"
77144,5-HT7,HTR7,12892,"(Â±)-(4aR,8S,8aR)-2-butyl-1-oxo-N-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide",,,,3H-LSD,HUMAN,CLONED,>,10000.0,Frankowski KJ et al 2010,https://www.ncbi.nlm.nih.gov/pubmed/20729985,"(â±)-(4ar,8s,8ar)-2-butyl-1-oxo-n-phenethyl-1,2,3,4,4a,7,8,8a-octahydroisoquinoline-8-carboxamide"
78867,5-HT1A,HTR1A,12940,"3,4,5-Trimethoxyphenethylamine",,,,3H-WAY100635,HUMAN,CLONED,,1841.0,Ray TS 2010 ,https://www.ncbi.nlm.nih.gov/pubmed/20126400,"3,4,5-trimethoxyphenethylamine"
78868,5-HT1A,HTR1A,12941,"4-Bromo-2,5-dimethoxyphenethylamine",,,,3H-WAY100635,HUMAN,CLONED,,240.8,Ray TS 2010 ,https://www.ncbi.nlm.nih.gov/pubmed/20126400,"4-bromo-2,5-dimethoxyphenethylamine"
78870,5-HT1A,HTR1A,12942,"4-Hydroxy-N,N-dimethyltryptamine",,,,3H-WAY100635,HUMAN,CLONED,,62.6,Ray TS 2010 ,https://www.ncbi.nlm.nih.gov/pubmed/20126400,"4-hydroxy-n,n-dimethyltryptamine"
78871,5-HT1A,HTR1A,695,"DMT,5-MeO",CN(C)CCC1=CNC2=C1C=C(C=C2)OC,1832,,3H-WAY100635,HUMAN,CLONED,,1.9,Ray TS 2010 ,https://www.ncbi.nlm.nih.gov/pubmed/20126400,"dmt,5-meo"
78872,5-HT1A,HTR1A,12943,"4-Ethyl-2,5-dimethoxyphenethylamine",,,,3H-WAY100635,HUMAN,CLONED,,307.3,Ray TS 2010 ,https://www.ncbi.nlm.nih.gov/pubmed/20126400,"4-ethyl-2,5-dimethoxyphenethylamine"
78873,5-HT1A,HTR1A,12944,"4-Ethylthio-2,5-dimethoxyphenethylamine",,,,3H-WAY100635,HUMAN,CLONED,,381.2,Ray TS 2010 ,https://www.ncbi.nlm.nih.gov/pubmed/20126400,"4-ethylthio-2,5-dimethoxyphenethylamine"
78876,5-HT1A,HTR1A,12947,5-Methoxy-N-methyl-N-isopropyltryptamine,,,,3H-WAY100635,HUMAN,CLONED,,12.3,Ray TS 2010 ,https://www.ncbi.nlm.nih.gov/pubmed/20126400,5-methoxy-n-methyl-n-isopropyltryptamine
