number,name,unigene,ligandid,ligandname,smiles,cas,nsc,hotligand,species,source,kinote,kival,reference,link,ligandname_lower
2895,5-HT2A,HTR2A,1091,LSD,CCN(CC)C(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,50-37-3,,3H-KETANSERIN,HUMAN,CORTEX,,0.95,"SADZOT ET AL., 1989",,lsd
2897,5-HT2A,HTR2A,1091,LSD,CCN(CC)C(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,50-37-3,,125I-LSD,RAT,CORTEX,,1.35,"ENGEL ET AL, 1984",,lsd
2898,5-HT2A,HTR2A,1091,LSD,CCN(CC)C(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,50-37-3,,3H-MESULERGINE,RAT,CORTEX,,1.8,"CLOSSE, 1983",,lsd
2899,5-HT2A,HTR2A,1091,LSD,CCN(CC)C(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,50-37-3,,3H-KETANSERIN,RAT,CORTEX,,2.4,"MARKSTEIN ET AL, 1986",,lsd
2900,5-HT2A,HTR2A,1091,LSD,CCN(CC)C(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,50-37-3,,3H-KETANSERIN,RAT,CORTEX,,2.4,"HOYER, 1989 (J.R.R.)",,lsd
2901,5-HT2A,HTR2A,1091,LSD,CCN(CC)C(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,50-37-3,,3H-SPIPERONE,HUMAN,CORTEX,,2.56,"PIERCE & PEROUTKA, 1989",,lsd
2902,5-HT2B,HTR2B,1091,LSD,CCN(CC)C(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,50-37-3,,3H-KETANSERIN,BOVINE,CORTEX,,11.0,"MCKENNA & PEROUTKA, 1989",http://www.ncbi.nlm.nih.gov/pubmed/2795135?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=33,lsd
2903,5-HT2A,HTR2A,1091,LSD,CCN(CC)C(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,50-37-3,,3H-SPIROPERIDOL,RAT,CORTEX,,13.0,"PEROUTKA & SNYDER, 1979",,lsd
2917,5-HT2A,HTR2A,1169,MDA,CC(CC1=CC2=C(C=C1)OCO2)N,1614,,3H-KETANSERIN,RAT,CORTEX,,5330.0,"LYON ET AL., 1986",,mda
2918,5-HT2A,HTR2A,1169,MDA,CC(CC1=CC2=C(C=C1)OCO2)N,1614,,3H-KETANSERIN,HUMAN,CORTEX,,8340.0,"SADZOT ET AL., 1989",,mda
2925,5-HT2A,HTR2A,1184,MDMA,CC(CC1=CC2=C(C=C1)OCO2)NC,1615,,3H-KETANSERIN,RAT,CORTEX,,8300.0,"LYON ET AL., 1986",,mdma
2926,5-HT2A,HTR2A,1184,MDMA,CC(CC1=CC2=C(C=C1)OCO2)NC,1615,,3H-KETANSERIN,HUMAN,CORTEX,>,10000.0,"SADZOT ET AL., 1989",,mdma
2932,5-HT2B,HTR2B,1204,MESCALINE,COC1=CC(=CC(=C1OC)OC)CCN,54-04-6,30419.0,3H-KETANSERIN,BOVINE,CORTEX,>,10000.0,"MCKENNA & PEROUTKA, 1989",http://www.ncbi.nlm.nih.gov/pubmed/2795135?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=33,mescaline
3355,5-HT1A,HTR1A,948,IBOGAINE,CCC1CC2CC3C1N(C2)CCC4=C3NC5=C4C=C(C=C5)OC,83-74-9,249764.0,3H-8-OH-DPAT,HUMAN,CLONED,>,10000.0,"TOLL L, et. al., 1998",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9686407&dopt=Abstract,ibogaine
3507,5-HT2A,HTR2A,948,IBOGAINE,CCC1CC2CC3C1N(C2)CCC4=C3NC5=C4C=C(C=C5)OC,83-74-9,249764.0,3H-KETANSERIN,RAT,CLONED,>,10000.0,"TOLL L, et. al., 1998",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9686407&dopt=Abstract,ibogaine
3566,5-HT2C,HTR2C,948,IBOGAINE,CCC1CC2CC3C1N(C2)CCC4=C3NC5=C4C=C(C=C5)OC,83-74-9,249764.0,3H-MESULERGINE,RAT,CLONED,>,10000.0,"TOLL L, et. al., 1998",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9686407&dopt=Abstract,ibogaine
3624,5-HT3,HTR3A,948,IBOGAINE,CCC1CC2CC3C1N(C2)CCC4=C3NC5=C4C=C(C=C5)OC,83-74-9,249764.0,3H-GR-65630,MOUSE,NG108-15,>,10000.0,"TOLL L, et. al., 1998",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9686407&dopt=Abstract,ibogaine
3924,5-HT6,HTR6,1091,LSD,CCN(CC)C(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,50-37-3,,3H-LSD,RAT,CLONED,,1.86,"BOESS FG, ET AL., 1996",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225298&dopt=Abstract,lsd
3940,5-HT6,HTR6,1920,TRYPTAMINE,C1=CC=C2C(=C1)C(=CN2)CCN,61-54-1,165212.0,3H-LSD,RAT,CLONED,,1479.1,"BOESS FG, ET AL., 1996",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225298&dopt=Abstract,tryptamine
3944,5-HT6,HTR6,1091,LSD,CCN(CC)C(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,50-37-3,,3H-5HT,RAT,CLONED,,16.59,"BOESS FG, ET AL., 1996",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225298&dopt=Abstract,lsd
3960,5-HT6,HTR6,1920,TRYPTAMINE,C1=CC=C2C(=C1)C(=CN2)CCN,61-54-1,165212.0,3H-5HT,RAT,CLONED,,158.48,"BOESS FG, ET AL., 1996",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225298&dopt=Abstract,tryptamine
4216,5-HT6,HTR6,1920,TRYPTAMINE,C1=CC=C2C(=C1)C(=CN2)CCN,61-54-1,165212.0,125I-LSD,RAT,CLONED,,438.0,"MONSMA FJ Jr. ET AL., 1993",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=7680751&dopt=Abstract,tryptamine
4304,5-HT7,HTR7,1920,TRYPTAMINE,C1=CC=C2C(=C1)C(=CN2)CCN,61-54-1,165212.0,125I-LSD,RAT,CLONED,,32.8,"SHEN Y, ET AL., 1993",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8394362&dopt=Abstract,tryptamine
4329,5-HT7,HTR7,1920,TRYPTAMINE,C1=CC=C2C(=C1)C(=CN2)CCN,61-54-1,165212.0,3H-5HT,RAT,CLONED,,16.4,"SHEN Y, ET AL., 1993",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8394362&dopt=Abstract,tryptamine
4349,5-HT6,HTR6,692,DMT,CN(C)CCC1=CNC2=CC=CC=C21,61-50-7,63795.0,3H-LSD,HUMAN,CLONED,,68.0,"KOHEN R, ET AL., 1996",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8522988&dopt=Abstract,dmt
4686,5-HT1B,HTR1B,1920,TRYPTAMINE,C1=CC=C2C(=C1)C(=CN2)CCN,61-54-1,165212.0,3H-5HT,HUMAN,CLONED,,86.0,"WEINSHANK RL, ET AL., 1992",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=1565658&dopt=Abstract,tryptamine
4711,5-HT1D,HTR1D,1920,TRYPTAMINE,C1=CC=C2C(=C1)C(=CN2)CCN,61-54-1,165212.0,3H-5HT,HUMAN,CLONED,,521.0,"WEINSHANK RL, ET AL., 1992",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=1565658&dopt=Abstract,tryptamine
4734,5-HT1D,HTR1D,1920,TRYPTAMINE,C1=CC=C2C(=C1)C(=CN2)CCN,61-54-1,165212.0,3H-5HT,BOVINE,CLONED,,40.0,"WEINSHANK RL, ET AL., 1992",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=1565658&dopt=Abstract,tryptamine
4744,5-HT2C,HTR2C,706,DOB,CC(CC1=CC(=C(C=C1OC)Br)OC)N,32156-26-6,,3H-5HT,RAT,CLONED,,10.0,"HERRICK-DAVIS K, ET AL., 1998",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9928251&dopt=Abstract,dob
4749,5-HT2C,HTR2C,1920,TRYPTAMINE,C1=CC=C2C(=C1)C(=CN2)CCN,61-54-1,165212.0,3H-5HT,RAT,CLONED,,62.0,"HERRICK-DAVIS K, ET AL., 1998",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9928251&dopt=Abstract,tryptamine
4763,5-HT2C,HTR2C,1920,TRYPTAMINE,C1=CC=C2C(=C1)C(=CN2)CCN,61-54-1,165212.0,3H-MESULERGINE,RAT,CLONED,,772.0,"HERRICK-DAVIS K, ET AL., 1998",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9928251&dopt=Abstract,tryptamine
4773,5-HT2C,HTR2C,706,DOB,CC(CC1=CC(=C(C=C1OC)Br)OC)N,32156-26-6,,3H-MESULERGINE,RAT,CLONED,,152.0,"HERRICK-DAVIS K, ET AL., 1998",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9928251&dopt=Abstract,dob
4982,5-HT2A,HTR2A,1920,TRYPTAMINE,C1=CC=C2C(=C1)C(=CN2)CCN,61-54-1,165212.0,3H-KETANSERIN,RAT,CLONED,,416.86,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract,tryptamine
5010,5-HT2C,HTR2C,1920,TRYPTAMINE,C1=CC=C2C(=C1)C(=CN2)CCN,61-54-1,165212.0,3H-MESULERGINE,RAT,CLONED,,56.23,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract,tryptamine
5041,5-HT2A,HTR2A,1920,TRYPTAMINE,C1=CC=C2C(=C1)C(=CN2)CCN,61-54-1,165212.0,3H-KETANSERIN,HUMAN,CLONED,,588.84,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract,tryptamine
5072,5-HT2B,HTR2B,1920,TRYPTAMINE,C1=CC=C2C(=C1)C(=CN2)CCN,61-54-1,165212.0,3H-5HT,HUMAN,CLONED,,25.11,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract,tryptamine
5103,5-HT2C,HTR2C,1920,TRYPTAMINE,C1=CC=C2C(=C1)C(=CN2)CCN,61-54-1,165212.0,3H-MESULERGINE,HUMAN,CLONED,,295.12,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract,tryptamine
5108,5-HT2A,HTR2A,713,DOC,,64-85-7,11319.0,125I-DOI,HUMAN,CLONED,,1.4,"NELSON DL, ET AL., 1999",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9933142&dopt=Abstract,doc
5109,5-HT2A,HTR2A,706,DOB,CC(CC1=CC(=C(C=C1OC)Br)OC)N,32156-26-6,,125I-DOI,HUMAN,CLONED,,0.6,"NELSON DL, ET AL., 1999",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9933142&dopt=Abstract,dob
5110,5-HT2A,HTR2A,719,DOI,CC(CC1=CC(=C(C=C1OC)I)OC)N,82830-44-2,,125I-DOI,HUMAN,CLONED,,0.7,"NELSON DL, ET AL., 1999",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9933142&dopt=Abstract,doi
5111,5-HT2A,HTR2A,1864,TMA,,1082-88-8,,125I-DOI,HUMAN,CLONED,,57.9,"NELSON DL, ET AL., 1999",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9933142&dopt=Abstract,tma
5114,5-HT2A,HTR2A,727,DON,,67460-68-8,,125I-DOI,HUMAN,CLONED,,5.5,"NELSON DL, ET AL., 1999",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9933142&dopt=Abstract,don
5116,5-HT2A,HTR2A,733,DOPR,,64638-08-0,,125I-DOI,HUMAN,CLONED,,0.9,"NELSON DL, ET AL., 1999",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9933142&dopt=Abstract,dopr
5125,5-HT2B,HTR2B,713,DOC,,64-85-7,11319.0,3H-5HT,HUMAN,CLONED,,31.8,"NELSON DL, ET AL., 1999",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9933142&dopt=Abstract,doc
5126,5-HT2B,HTR2B,706,DOB,CC(CC1=CC(=C(C=C1OC)Br)OC)N,32156-26-6,,3H-5HT,HUMAN,CLONED,,26.9,"NELSON DL, ET AL., 1999",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9933142&dopt=Abstract,dob
5127,5-HT2B,HTR2B,719,DOI,CC(CC1=CC(=C(C=C1OC)I)OC)N,82830-44-2,,3H-5HT,HUMAN,CLONED,,20.0,"NELSON DL, ET AL., 1999",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9933142&dopt=Abstract,doi
5128,5-HT2B,HTR2B,1864,TMA,,1082-88-8,,3H-5HT,HUMAN,CLONED,,307.0,"NELSON DL, ET AL., 1999",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9933142&dopt=Abstract,tma
5131,5-HT2B,HTR2B,727,DON,,67460-68-8,,3H-5HT,HUMAN,CLONED,,166.0,"NELSON DL, ET AL., 1999",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9933142&dopt=Abstract,don
5133,5-HT2B,HTR2B,733,DOPR,,64638-08-0,,3H-5HT,HUMAN,CLONED,,54.4,"NELSON DL, ET AL., 1999",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9933142&dopt=Abstract,dopr
5142,5-HT2C,HTR2C,713,DOC,,64-85-7,11319.0,125I-DOI,HUMAN,CLONED,,2.0,"NELSON DL, ET AL., 1999",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9933142&dopt=Abstract,doc
5143,5-HT2C,HTR2C,706,DOB,CC(CC1=CC(=C(C=C1OC)Br)OC)N,32156-26-6,,125I-DOI,HUMAN,CLONED,,1.3,"NELSON DL, ET AL., 1999",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9933142&dopt=Abstract,dob
5144,5-HT2C,HTR2C,719,DOI,CC(CC1=CC(=C(C=C1OC)I)OC)N,82830-44-2,,125I-DOI,HUMAN,CLONED,,2.4,"NELSON DL, ET AL., 1999",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9933142&dopt=Abstract,doi
5145,5-HT2C,HTR2C,1864,TMA,,1082-88-8,,125I-DOI,HUMAN,CLONED,,87.7,"NELSON DL, ET AL., 1999",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9933142&dopt=Abstract,tma
5148,5-HT2C,HTR2C,727,DON,,67460-68-8,,125I-DOI,HUMAN,CLONED,,22.4,"NELSON DL, ET AL., 1999",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9933142&dopt=Abstract,don
5150,5-HT2C,HTR2C,733,DOPR,,64638-08-0,,125I-DOI,HUMAN,CLONED,,1.1,"NELSON DL, ET AL., 1999",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9933142&dopt=Abstract,dopr
5159,5-HT2B,HTR2B,713,DOC,,64-85-7,11319.0,3H-5HT,RAT,CLONED,,26.8,"NELSON DL, ET AL., 1999",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9933142&dopt=Abstract,doc
5160,5-HT2B,HTR2B,706,DOB,CC(CC1=CC(=C(C=C1OC)Br)OC)N,32156-26-6,,3H-5HT,RAT,CLONED,,21.8,"NELSON DL, ET AL., 1999",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9933142&dopt=Abstract,dob
5161,5-HT2B,HTR2B,719,DOI,CC(CC1=CC(=C(C=C1OC)I)OC)N,82830-44-2,,3H-5HT,RAT,CLONED,,26.6,"NELSON DL, ET AL., 1999",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9933142&dopt=Abstract,doi
5162,5-HT2B,HTR2B,1864,TMA,,1082-88-8,,3H-5HT,RAT,CLONED,,187.0,"NELSON DL, ET AL., 1999",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9933142&dopt=Abstract,tma
5165,5-HT2B,HTR2B,727,DON,,67460-68-8,,3H-5HT,RAT,CLONED,,248.0,"NELSON DL, ET AL., 1999",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9933142&dopt=Abstract,don
5167,5-HT2B,HTR2B,733,DOPR,,64638-08-0,,3H-5HT,RAT,CLONED,,115.0,"NELSON DL, ET AL., 1999",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9933142&dopt=Abstract,dopr
5220,5-HT7,HTR7,1091,LSD,CCN(CC)C(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,50-37-3,,3H-5HT,RAT,CLONED,,9.5,"RUAT M, ET AL., 1993",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8397408&dopt=Abstract,lsd
5470,5-HT2B,HTR2B,1920,TRYPTAMINE,C1=CC=C2C(=C1)C(=CN2)CCN,61-54-1,165212.0,3H-5HT,HUMAN,CLONED,,73.2,"WAINSCOTT DB, ET AL., 1996",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8632342&dopt=Abstract,tryptamine
5479,5-HT2B,HTR2B,1189,MELATONIN,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,73-31-4,56423.0,3H-5HT,HUMAN,CLONED,>,10000.0,"WAINSCOTT DB, ET AL., 1996",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8632342&dopt=Abstract,melatonin
5506,5-HT2B,HTR2B,719,DOI,CC(CC1=CC(=C(C=C1OC)I)OC)N,82830-44-2,,3H-5HT,HUMAN,CLONED,,20.2,"WAINSCOTT DB, ET AL., 1996",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8632342&dopt=Abstract,doi
5509,5-HT2B,HTR2B,1920,TRYPTAMINE,C1=CC=C2C(=C1)C(=CN2)CCN,61-54-1,165212.0,3H-5HT,RAT,CLONED,,113.0,"WAINSCOTT DB, ET AL., 1996",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8632342&dopt=Abstract,tryptamine
5544,5-HT2B,HTR2B,719,DOI,CC(CC1=CC(=C(C=C1OC)I)OC)N,82830-44-2,,3H-5HT,RAT,CLONED,,26.6,"WAINSCOTT DB, ET AL., 1996",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8632342&dopt=Abstract,doi
5548,5-HT2A,HTR2A,1189,MELATONIN,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,73-31-4,56423.0,125I-DOI,HUMAN,CLONED,>,10000.0,"WAINSCOTT DB, ET AL., 1996",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8632342&dopt=Abstract,melatonin
5560,5-HT2A,HTR2A,719,DOI,CC(CC1=CC(=C(C=C1OC)I)OC)N,82830-44-2,,125I-DOI,HUMAN,CLONED,,0.65,"WAINSCOTT DB, ET AL., 1996",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8632342&dopt=Abstract,doi
5564,5-HT2C,HTR2C,1189,MELATONIN,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,73-31-4,56423.0,125I-DOI,HUMAN,CLONED,>,10000.0,"WAINSCOTT DB, ET AL., 1996",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8632342&dopt=Abstract,melatonin
5578,5-HT2C,HTR2C,719,DOI,CC(CC1=CC(=C(C=C1OC)I)OC)N,82830-44-2,,125I-DOI,HUMAN,CLONED,,2.36,"WAINSCOTT DB, ET AL., 1996",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8632342&dopt=Abstract,doi
5585,5-HT2B,HTR2B,719,DOI,CC(CC1=CC(=C(C=C1OC)I)OC)N,82830-44-2,,3H-5HT,HUMAN,CLONED,,19.9,"KURSAR JD, ET AL., 1994",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8078486&dopt=Abstract,doi
5596,5-HT2B,HTR2B,719,DOI,CC(CC1=CC(=C(C=C1OC)I)OC)N,82830-44-2,,3H-5HT,RAT,CLONED,,26.6,"KURSAR JD, ET AL., 1994",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8078486&dopt=Abstract,doi
6277,5-HT7,HTR7,1920,TRYPTAMINE,C1=CC=C2C(=C1)C(=CN2)CCN,61-54-1,165212.0,3H-5CT,GUINEA PIG,CLONED,,19.05,"TO ZP, ET AL., 1995",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=7647964&dopt=Abstract,tryptamine
6314,5-HT7,HTR7,1920,TRYPTAMINE,C1=CC=C2C(=C1)C(=CN2)CCN,61-54-1,165212.0,3H-5CT,GUINEA PIG,CORTEX,,64.56,"TO ZP, ET AL., 1995",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=7647964&dopt=Abstract,tryptamine
6499,5-HT7,HTR7,1920,TRYPTAMINE,C1=CC=C2C(=C1)C(=CN2)CCN,61-54-1,165212.0,3H-5HT,HUMAN,CLONED,,149.0,"BARD JA, ET AL., 1993",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8226867&dopt=Abstract,tryptamine
6522,5-HT6,HTR6,1920,TRYPTAMINE,C1=CC=C2C(=C1)C(=CN2)CCN,61-54-1,165212.0,125I-LSD,HUMAN,CLONED,,438.0,"BARD JA, ET AL., 1993",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8226867&dopt=Abstract,tryptamine
6613,5-HT6,HTR6,719,DOI,CC(CC1=CC(=C(C=C1OC)I)OC)N,82830-44-2,,3H-5HT,MOUSE,CLONED,>,10000.0,"PLASSAT JL, ET AL., 1993",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8394987&dopt=Abstract,doi
6651,5-HT1E,HTR1E,1920,TRYPTAMINE,C1=CC=C2C(=C1)C(=CN2)CCN,61-54-1,165212.0,3H-5HT,HUMAN,CLONED,,2559.0,"ZGOMBICK JM, ET AL., 1992",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=1513320&dopt=Abstract,tryptamine
6652,5-HT1E,HTR1E,719,DOI,CC(CC1=CC(=C(C=C1OC)I)OC)N,82830-44-2,,3H-5HT,HUMAN,CLONED,,2970.0,"ZGOMBICK JM, ET AL., 1992",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=1513320&dopt=Abstract,doi
6766,5-HT1F,HTR1F,719,DOI,CC(CC1=CC(=C(C=C1OC)I)OC)N,82830-44-2,,3H-5HT,HUMAN,CLONED,,1739.0,"Adham N, et al., 1992",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8380639&dopt=Abstract,doi
6768,5-HT1F,HTR1F,1920,TRYPTAMINE,C1=CC=C2C(=C1)C(=CN2)CCN,61-54-1,165212.0,3H-5HT,HUMAN,CLONED,,2409.0,"Adham N, et al., 1992",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=8380639&dopt=Abstract,tryptamine
6854,5-HT1E,HTR1E,706,DOB,CC(CC1=CC(=C(C=C1OC)Br)OC)N,32156-26-6,,3H-5HT,HUMAN,CORTEX,,556.0,"LEONHARDT S, ET AL., 1989",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=2664084&dopt=Abstract,dob
6863,5-HT1D,HTR1D,706,DOB,CC(CC1=CC(=C(C=C1OC)Br)OC)N,32156-26-6,,3H-5HT,BOVINE,STRIATUM,,1000.0,"LEONHARDT S, ET AL., 1989",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=2664084&dopt=Abstract,dob
11876,5-HT2C,HTR2C,1920,TRYPTAMINE,C1=CC=C2C(=C1)C(=CN2)CCN,61-54-1,165212.0,3H-MESULERGINE,PORCINE,Choroid Plexus,,79.43,"Millan MJ, et al., 2000",http://www.ncbi.nlm.nih.gov:80/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=10611634&dopt=Abstract#http://www.ncbi.nlm.nih.gov:80/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=10611634&dopt=Abstract#,tryptamine
